#, time, Left, Right, Bottle, Bottle Amount, Sleep time, wet, solid, Pump Amount 
1711, 11/07/15 23:06:43, 15:33, 12:45, 0:0, 
1712, 11/08/15 01:06:34, 0:0, 18:31, 0:0, 
1713, 11/08/15 02:46:57, 0:0, 0:0, Bottle-Pump, 3oz
1714, 11/08/15 05:06:38, 16:56, 0:0, 0:0, 
1715, 11/08/15 07:27:58, 0:0, 9:42, 0:0, 
1716, 11/08/15 09:48:47, 6:22, 0:0, 0:0, 
1717, 11/08/15 11:44:38, 0:0, 8:16, 0:0, 
1718, 11/08/15 14:15:04, 0:0, 72:2, 0:0, 
1719, 11/08/15 16:20:39, 10:0, 0:0, 0:0, 
1720, 11/08/15 18:54:33, 0:0, 9:42, 0:0, 
1721, 11/08/15 20:39:16, 12:2, 0:0, 0:0, 
1722, 11/08/15 21:50:56, 0:0, 8:22, 0:0, 
1723, 11/08/15 22:45:16, 19:49, 0:0, 0:0, 
1724, 11/09/15 01:15:21, 0:0, 3:0, 0:0, 
1725, 11/09/15 01:58:46, 0:0, 0:0, Bottle-Pump, 2oz
1726, 11/09/15 03:12:00, 11:0, 0:0, 0:0, 
1727, 11/09/15 08:29:07, 0:0, 5:48, 0:0, 
1728, 11/09/15 10:33:54, 11:24, 0:0, 0:0, 
1729, 11/09/15 11:46:28, 0:0, 10:29, 0:0, 
1730, 11/09/15 13:12:40, 6:15, 0:0, 0:0, 
1731, 11/09/15 15:45:00, 15:0, 0:0, 0:0, 
1732, 11/09/15 17:50:00, 0:0, 12:30, 0:0, 
1733, 11/09/15 18:30:22, 7:46, 0:0, 0:0, 
1734, 11/09/15 20:03:31, 0:0, 7:23, 0:0, 
1735, 11/09/15 20:57:00, 0:0, 8:0, 0:0, 
1736, 11/09/15 22:04:42, 22:37, 0:0, 0:0, 
1738, 11/10/15 01:21:27, 0:0, 14:32, 0:0, 
1739, 11/10/15 02:13:53, 22:43, 0:0, 0:0, 
1740, 11/10/15 05:28:00, 0:0, 0:0, Bottle-Pump, 2oz
1741, 11/10/15 06:43:00, 0:0, 7:0, 0:0, 
1742, 11/10/15 08:55:47, 14:47, 0:0, 0:0, 
1743, 11/10/15 11:07:41, 0:0, 21:39, 0:0, 
1744, 11/10/15 13:31:06, 0:0, 89:59, 0:0, 
1745, 11/10/15 15:05:04, 10:13, 0:0, 0:0, 
1746, 11/10/15 17:50:56, 1:31, 9:4, 0:0, 
1747, 11/10/15 19:25:09, 6:34, 0:0, 0:0, 
1748, 11/10/15 20:58:36, 5:0, 10:0, 0:0, 
1749, 11/10/15 23:56:28, 9:49, 5:54, 0:0, 
1750, 11/11/15 01:26:25, 15:0, 9:0, 0:0, 
1751, 11/11/15 04:51:26, 20:0, 0:0, 0:0, 
1752, 11/11/15 06:43:59, 0:0, 11:41, 0:0, 
1753, 11/11/15 08:36:56, 22:11, 0:0, 0:0, 
1754, 11/11/15 11:25:11, 16:27, 0:0, 0:0, 
1755, 11/11/15 13:39:56, 0:0, 15:15, 0:0, 
1756, 11/11/15 15:35:13, 11:0, 5:0, 0:0, 
1757, 11/11/15 19:05:37, 0:0, 7:53, 0:0, 
1758, 11/11/15 21:03:07, 12:59, 0:0, 0:0, 
1759, 11/11/15 22:53:52, 4:19, 7:26, 0:0, 
1760, 11/12/15 00:18:23, 7:0, 3:0, 0:0, 
1761, 11/12/15 03:01:22, 9:17, 7:34, 0:0, 
1762, 11/12/15 06:31:25, 21:34, 0:0, 0:0, 
1763, 11/12/15 07:56:48, 0:0, 13:33, 0:0, 
1764, 11/12/15 09:29:01, 7:57, 0:0, 0:0, 
1765, 11/12/15 11:11:01, 0:0, 15:0, 0:0, 
1766, 11/12/15 14:12:23, 11:15, 0:0, 0:0, 
1767, 11/12/15 16:43:23, 0:0, 15:0, 0:0, 
1768, 11/12/15 21:30:13, 9:38, 0:0, 0:0, 
1769, 11/12/15 22:37:18, 0:0, 19:47, 0:0, 
1770, 11/13/15 00:43:27, 25:39, 0:0, 0:0, 
1771, 11/13/15 04:05:56, 0:0, 10:38, 0:0, 
1772, 11/13/15 05:15:00, 0:0, 15:0, 0:0, 
1773, 11/13/15 05:39:40, 17:27, 0:0, 0:0, 
1774, 11/13/15 07:38:43, 0:0, 15:0, 0:0, 
1775, 11/13/15 09:00:42, 10:7, 0:0, 0:0, 
1776, 11/13/15 11:05:02, 0:0, 9:7, 0:0, 
1777, 11/13/15 12:54:20, 0:0, 6:51, 0:0, 
1778, 11/13/15 13:30:00, 0:0, 15:0, 0:0, 
1779, 11/13/15 15:42:53, 20:28, 0:0, 0:0, 
1780, 11/13/15 18:29:06, 0:0, 19:51, 0:0, 
1781, 11/13/15 22:04:59, 9:0, 0:0, 0:0, 
1782, 11/14/15 00:16:42, 0:0, 15:0, 0:0, 
1783, 11/14/15 03:10:40, 12:22, 0:0, 0:0, 
1784, 11/14/15 04:22:15, 0:0, 7:2, 0:0, 
1785, 11/14/15 06:04:55, 11:16, 0:0, 0:0, 
1786, 11/14/15 08:50:54, 0:0, 7:52, 0:0, 
1787, 11/14/15 11:18:01, 12:0, 5:0, 0:0, 
1788, 11/14/15 13:28:08, 0:0, 15:22, 0:0, 
1789, 11/14/15 16:05:34, 11:34, 0:0, 0:0, 
1790, 11/14/15 17:01:31, 0:0, 0:0, Bottle-Pump, 2oz
1791, 11/14/15 17:33:10, 0:0, 19:33, 0:0, 
1792, 11/14/15 20:52:17, 18:56, 0:0, 0:0, 
1793, 11/14/15 23:24:28, 0:0, 11:3, 0:0, 
1794, 11/15/15 01:02:24, 12:35, 0:0, 0:0, 
1795, 11/15/15 03:00:09, 0:0, 10:18, 0:0, 
1796, 11/15/15 06:59:22, 7:34, 0:0, 0:0, 
1797, 11/15/15 08:08:42, 0:0, 13:19, 0:0, 
1798, 11/15/15 09:45:00, 0:0, 15:0, 0:0, 
1799, 11/15/15 10:55:46, 8:48, 0:0, 0:0, 
1800, 11/15/15 13:59:50, 0:0, 6:28, 0:0, 
1801, 11/15/15 16:23:16, 0:0, 0:0, Bottle-Pump, 0.5oz
1802, 11/15/15 18:54:15, 0:0, 0:0, Bottle-Pump, 3oz
1803, 11/15/15 20:52:38, 5:0, 5:0, 0:0, 
1804, 11/15/15 22:04:13, 0:0, 6:41, 0:0, 
1805, 11/15/15 23:46:26, 0:0, 6:38, 0:0, 
1806, 11/16/15 01:15:24, 10:30, 12:20, 0:0, 
1807, 11/16/15 02:20:00, 11:26, 0:0, 0:0, 
1808, 11/16/15 05:29:06, 0:0, 11:18, 0:0, 
1809, 11/16/15 07:49:54, 7:22, 0:0, 0:0, 
1810, 11/16/15 10:08:58, 0:0, 7:9, 0:0, 
1811, 11/16/15 10:44:40, 42:1, 0:0, 0:0, 
1812, 11/16/15 13:11:12, 14:16, 0:0, 0:0, 
1813, 11/16/15 15:35:56, 11:7, 9:20, 0:0, 
1814, 11/16/15 17:58:22, 25:0, 0:0, 0:0, 
1815, 11/16/15 18:58:58, 0:0, 20:0, 0:0, 
1816, 11/16/15 19:56:20, 0:0, 15:0, 0:0, 
1817, 11/16/15 22:18:51, 13:33, 0:0, 0:0, 
1818, 11/17/15 00:46:48, 0:0, 25:5, 0:0, 
1819, 11/17/15 02:29:41, 14:53, 0:0, 0:0, 
1820, 11/17/15 06:09:53, 0:0, 0:2, 0:0, 
1821, 11/17/15 07:28:00, 30:9, 0:0, 0:0, 
1822, 11/17/15 09:29:14, 0:0, 7:19, 0:0, 
1823, 11/17/15 10:47:51, 7:58, 0:0, 0:0, 
1824, 11/17/15 13:28:15, 15:0, 0:0, 0:0, 
1825, 11/17/15 18:06:20, 0:0, 30:34, 0:0, 
1826, 11/17/15 20:24:24, 8:33, 0:0, 0:0, 
1827, 11/17/15 23:05:42, 0:0, 38:32, 0:0, 
1828, 11/18/15 01:09:02, 34:28, 0:0, 0:0, 
1829, 11/18/15 03:37:00, 0:0, 15:0, 0:0, 
1830, 11/18/15 07:54:14, 0:0, 15:0, 0:0, 
1831, 11/18/15 09:55:57, 15:48, 0:0, 0:0, 
1832, 11/18/15 11:23:56, 0:0, 36:27, 0:0, 
1833, 11/18/15 12:56:10, 0:0, 15:0, 0:0, 
1834, 11/18/15 15:10:43, 15:0, 0:0, 0:0, 
1835, 11/18/15 17:38:20, 8:48, 10:42, 0:0, 
1836, 11/18/15 20:57:46, 16:59, 0:0, 0:0, 
1837, 11/18/15 23:07:34, 0:0, 15:0, 0:0, 
1838, 11/19/15 00:52:08, 38:39, 0:0, 0:0, 
1839, 11/19/15 03:00:00, 0:0, 0:0, Bottle-Pump, 3oz
1840, 11/19/15 04:49:59, 0:0, 13:36, 0:0, 
1841, 11/19/15 06:10:00, 15:0, 0:0, 0:0, 
1842, 11/19/15 08:02:53, 0:0, 15:27, 0:0, 
1843, 11/19/15 09:30:52, 22:11, 0:0, 0:0, 
1844, 11/19/15 12:07:24, 15:52, 0:1, 0:0, 
1845, 11/19/15 15:09:19, 0:0, 34:23, 0:0, 
1846, 11/19/15 17:36:41, 9:38, 9:48, 0:0, 
1847, 11/19/15 18:47:57, 0:0, 5:57, 0:0, 
1848, 11/19/15 19:57:31, 11:24, 0:0, 0:0, 
1849, 11/19/15 22:02:49, 0:0, 22:1, 0:0, 
1850, 11/19/15 23:51:03, 41:54, 0:0, 0:0, 
1851, 11/20/15 00:45:38, 0:0, 15:0, 0:0, 
1852, 11/20/15 02:41:10, 15:0, 0:0, 0:0, 
1853, 11/20/15 03:51:30, 0:0, 7:56, 0:0, 
1854, 11/20/15 05:30:00, 15:0, 0:0, 0:0, 
1855, 11/20/15 06:07:23, 0:0, 8:19, 0:0, 
1856, 11/20/15 08:28:32, 15:0, 0:0, 0:0, 
1857, 11/20/15 10:15:01, 0:0, 15:0, 0:0, 
1858, 11/20/15 10:56:40, 15:0, 0:0, 0:0, 
1859, 11/20/15 13:47:13, 14:26, 0:0, 0:0, 
1860, 11/20/15 15:49:21, 0:0, 10:4, 0:0, 
1861, 11/20/15 17:32:30, 15:0, 0:0, 0:0, 
1862, 11/20/15 19:48:46, 0:0, 15:6, 0:0, 
1863, 11/20/15 21:26:25, 15:0, 0:0, 0:0, 
1864, 11/20/15 23:14:09, 0:0, 60:40, 0:0, 
1865, 11/21/15 00:18:13, 15:0, 0:0, 0:0, 
1866, 11/21/15 07:47:37, 0:0, 17:27, 0:0, 
1867, 11/21/15 10:03:22, 16:9, 0:0, 0:0, 
1868, 11/21/15 12:08:33, 0:0, 152:14, 0:0, 
1869, 11/21/15 14:42:13, 0:0, 9:45, 0:0, 
1870, 11/21/15 17:09:54, 24:53, 0:0, 0:0, 
1871, 11/21/15 20:58:15, 2:42, 14:12, 0:0, 
1872, 11/21/15 23:40:30, 11:23, 0:0, 0:0, 
1873, 11/22/15 01:44:15, 10:0, 23:0, 0:0, 
1874, 11/22/15 03:37:13, 119:45, 0:0, 0:0, 
1875, 11/22/15 05:37:16, 0:0, 15:41, 0:0, 
1876, 11/22/15 07:15:33, 20:58, 0:0, 0:0, 
1877, 11/22/15 08:04:38, 0:0, 100:47, 0:0, 
1878, 11/22/15 09:55:22, 185:45, 0:0, 0:0, 
1879, 11/22/15 13:07:05, 0:0, 6:47, 0:0, 
1880, 11/22/15 15:18:44, 14:34, 0:0, 0:0, 
1881, 11/22/15 18:04:09, 0:0, 129:15, 0:0, 
1882, 11/22/15 21:34:20, 15:26, 6:49, 0:0, 
1883, 11/23/15 00:37:33, 17:17, 10:41, 0:0, 
1884, 11/23/15 03:04:29, 10:25, 0:0, 0:0, 
1885, 11/23/15 04:31:45, 0:0, 6:33, 0:0, 
1886, 11/23/15 05:55:21, 15:0, 0:0, 0:0, 
1887, 11/23/15 07:27:41, 0:0, 15:0, 0:0, 
1888, 11/23/15 08:57:05, 15:0, 0:0, 0:0, 
1889, 11/23/15 11:31:18, 7:20, 0:0, 0:0, 
1890, 11/23/15 14:55:31, 0:0, 5:44, 0:0, 
1891, 11/23/15 15:45:17, 11:6, 0:0, 0:0, 
1892, 11/23/15 18:31:18, 0:0, 15:0, 0:0, 
1893, 11/23/15 20:50:30, 13:40, 0:0, 0:0, 
1894, 11/23/15 23:16:00, 0:0, 15:0, 0:0, 
1895, 11/24/15 00:21:58, 27:6, 0:0, 0:0, 
1896, 11/24/15 03:04:18, 0:0, 15:0, 0:0, 
1897, 11/24/15 04:31:33, 19:43, 0:0, 0:0, 
1898, 11/24/15 06:08:02, 0:0, 35:55, 0:0, 
1899, 11/24/15 08:14:10, 11:4, 0:0, 0:0, 
1900, 11/24/15 09:29:39, 0:0, 12:45, 0:0, 
1901, 11/24/15 12:19:59, 15:0, 0:0, 0:0, 
1902, 11/24/15 14:51:50, 0:0, 6:19, 0:0, 
1903, 11/24/15 16:59:22, 15:0, 0:0, 0:0, 
1904, 11/24/15 20:26:36, 0:0, 14:24, 0:0, 
1905, 11/24/15 22:04:08, 15:57, 0:0, 0:0, 
1906, 11/24/15 23:50:27, 0:0, 35:21, 0:0, 
1907, 11/25/15 01:00:00, 15:0, 0:0, 0:0, 
1908, 11/25/15 02:43:12, 0:0, 27:38, 0:0, 
1909, 11/25/15 05:00:43, 8:2, 0:0, 0:0, 
1910, 11/25/15 06:45:30, 0:0, 9:15, 0:0, 
1911, 11/25/15 08:19:24, 31:34, 0:0, 0:0, 
1912, 11/25/15 09:58:26, 0:0, 8:1, 0:0, 
1913, 11/25/15 12:32:20, 17:33, 0:0, 0:0, 
1914, 11/25/15 17:27:20, 0:0, 17:44, 0:0, 
1915, 11/25/15 20:00:23, 20:40, 0:0, 0:0, 
1916, 11/25/15 22:17:43, 20:14, 0:1, 0:0, 
1917, 11/26/15 00:27:15, 47:26, 0:0, 0:0, 
1918, 11/26/15 02:57:36, 0:0, 10:41, 0:0, 
1919, 11/26/15 05:18:03, 9:12, 0:0, 0:0, 
1920, 11/26/15 06:49:22, 0:0, 7:28, 0:0, 
1921, 11/26/15 09:38:49, 33:1, 0:0, 0:0, 
1922, 11/26/15 12:16:16, 0:0, 15:0, 0:0, 
1923, 11/26/15 16:27:12, 10:0, 15:0, 0:0, 
1924, 11/26/15 19:14:58, 0:0, 16:23, 0:0, 
1925, 11/26/15 21:17:42, 10:20, 0:0, 0:0, 
1926, 11/26/15 23:21:46, 0:0, 0:0, Bottle-Pump, 3oz
1927, 11/26/15 23:31:46, 0:0, 34:40, 0:0, 
1928, 11/27/15 00:58:24, 11:7, 0:0, 0:0, 
1929, 11/27/15 03:47:32, 0:0, 15:0, 0:0, 
1930, 11/27/15 06:00:33, 8:30, 0:0, 0:0, 
1931, 11/27/15 08:57:53, 0:0, 7:45, 0:0, 
1932, 11/27/15 10:27:38, 8:44, 0:0, 0:0, 
1933, 11/27/15 12:56:56, 17:44, 0:0, 0:0, 
1934, 11/27/15 16:14:11, 7:41, 8:41, 0:0, 
1935, 11/27/15 19:10:45, 9:52, 0:1, 0:0, 
1936, 11/27/15 21:13:34, 0:0, 9:31, 0:0, 
1937, 11/27/15 23:34:09, 20:12, 0:0, 0:0, 
1938, 11/28/15 01:43:50, 5:0, 16:0, 0:0, 
1939, 11/28/15 05:21:50, 11:21, 0:0, 0:0, 
1940, 11/28/15 05:58:18, 0:0, 17:25, 0:0, 
1941, 11/28/15 07:55:32, 16:14, 0:0, 0:0, 
1942, 11/28/15 08:20:45, 0:0, 8:12, 0:0, 
1943, 11/28/15 09:39:45, 86:25, 0:0, 0:0, 
1944, 11/28/15 11:50:38, 23:3, 0:0, 0:0, 
1945, 11/28/15 14:56:01, 15:0, 5:0, 0:0, 
1946, 11/28/15 17:37:38, 8:55, 9:4, 0:0, 
1947, 11/28/15 21:03:21, 17:6, 0:0, 0:0, 
1948, 11/28/15 23:27:19, 0:0, 16:41, 0:0, 
1949, 11/29/15 00:51:40, 13:4, 12:59, 0:0, 
1950, 11/29/15 03:39:27, 4:0, 14:0, 0:0, 
1951, 11/29/15 05:16:07, 0:0, 84:8, 0:0, 
1952, 11/29/15 06:40:46, 8:6, 0:0, 0:0, 
1953, 11/29/15 08:06:41, 0:0, 7:5, 0:0, 
1954, 11/29/15 08:36:56, 13:24, 0:0, 0:0, 
1955, 11/29/15 10:47:30, 11:47, 0:0, 0:0, 
1956, 11/29/15 12:06:51, 0:0, 9:38, 0:0, 
1957, 11/29/15 14:50:39, 0:0, 15:18, 0:0, 
1958, 11/29/15 17:46:29, 11:9, 0:0, 0:0, 
1959, 11/29/15 19:36:38, 0:0, 18:34, 0:0, 
1960, 11/29/15 21:27:31, 15:0, 0:0, 0:0, 
1961, 11/29/15 23:35:50, 9:0, 9:0, 0:0, 
1962, 11/30/15 01:32:37, 20:17, 0:0, 0:0, 
1963, 11/30/15 07:38:00, 0:0, 15:35, 0:0, 
1964, 11/30/15 09:22:05, 24:47, 0:0, 0:0, 
1965, 11/30/15 10:42:59, 0:0, 13:23, 0:0, 
1966, 11/30/15 13:56:24, 0:0, 17:32, 0:0, 
1967, 11/30/15 17:00:00, 0:0, 0:0, Bottle-Pump, 2.5oz
1968, 11/30/15 18:23:02, 14:38, 0:0, 0:0, 
1969, 11/30/15 21:23:41, 5:15, 13:25, 0:0, 
1970, 11/30/15 23:58:21, 30:0, 0:0, 0:0, 
1971, 12/01/15 01:56:37, 0:0, 15:0, 0:0, 
1972, 12/01/15 04:06:54, 12:45, 0:0, 0:0, 
1973, 12/01/15 05:38:57, 0:0, 15:0, 0:0, 
1974, 12/01/15 08:11:10, 15:0, 0:0, 0:0, 
1975, 12/01/15 09:46:43, 15:0, 9:0, 0:0, 
1976, 12/01/15 13:33:31, 12:48, 0:0, 0:0, 
1977, 12/01/15 16:03:14, 0:0, 7:44, 0:0, 
1978, 12/01/15 18:00:00, 0:0, 0:0, Bottle-Pump, 2oz
1979, 12/01/15 20:09:13, 9:0, 10:0, 0:0, 
1980, 12/01/15 23:13:03, 10:0, 16:0, 0:0, 
1981, 12/02/15 01:26:09, 14:53, 6:29, 0:0, 
1982, 12/02/15 04:59:54, 0:0, 112:14, 0:0, 
1983, 12/02/15 07:14:22, 15:38, 0:0, 0:0, 
1984, 12/02/15 09:03:28, 0:0, 26:57, 0:0, 
1985, 12/02/15 10:51:24, 8:10, 0:0, 0:0, 
1986, 12/02/15 14:27:52, 11:48, 0:0, 0:0, 
1987, 12/02/15 18:13:50, 0:0, 8:20, 0:0, 
1988, 12/02/15 19:20:04, 10:7, 0:0, 0:0, 
1989, 12/02/15 22:13:33, 0:0, 15:0, 0:0, 
1990, 12/03/15 00:28:47, 12:39, 19:51, 0:0, 
1991, 12/03/15 02:14:46, 0:0, 8:58, 0:0, 
1992, 12/03/15 06:22:34, 8:5, 0:0, 0:0, 
1993, 12/03/15 07:47:36, 0:0, 15:0, 0:0, 
1994, 12/03/15 09:28:26, 6:53, 0:0, 0:0, 
1995, 12/03/15 11:28:32, 0:0, 15:0, 0:0, 
1996, 12/03/15 13:30:14, 0:0, 9:2, 0:0, 
1997, 12/03/15 16:53:49, 15:0, 0:0, 0:0, 
1998, 12/03/15 18:41:28, 5:0, 6:0, 0:0, 
1999, 12/03/15 22:00:00, 0:0, 0:0, Bottle-Pump, 5oz
2000, 12/03/15 23:22:00, 0:0, 0:0, Bottle-Pump, 2oz
2001, 12/04/15 01:43:14, 29:0, 15:0, 0:0, 
2002, 12/04/15 03:40:41, 0:0, 16:41, 0:0, 
2003, 12/04/15 04:02:33, 15:0, 0:0, 0:0, 
2004, 12/04/15 05:21:01, 0:0, 15:0, 0:0, 
2005, 12/04/15 07:49:28, 15:0, 0:0, 0:0, 
2006, 12/04/15 08:19:37, 0:0, 15:0, 0:0, 
2007, 12/04/15 08:56:37, 9:26, 0:0, 0:0, 
2008, 12/04/15 11:19:56, 0:0, 9:43, 0:0, 
2009, 12/04/15 12:29:35, 15:26, 0:0, 0:0, 
2010, 12/04/15 15:17:35, 18:13, 0:0, 0:0, 
2011, 12/04/15 17:22:47, 5:0, 5:0, 0:0, 
2012, 12/04/15 19:37:00, 0:0, 0:0, Bottle-Pump, 4.5oz
2013, 12/04/15 22:38:00, 0:0, 0:0, Bottle-Pump, 2oz
2014, 12/05/15 00:30:00, 0:0, 0:0, Bottle-Pump, 1.5oz
2015, 12/05/15 01:49:47, 13:10, 9:12, 0:0, 
2016, 12/05/15 04:25:16, 0:0, 15:0, 0:0, 
2017, 12/05/15 05:54:17, 15:0, 0:0, 0:0, 
2018, 12/05/15 07:04:39, 15:0, 0:0, 0:0, 
2019, 12/05/15 08:37:06, 0:0, 7:43, 0:0, 
2020, 12/05/15 10:14:23, 15:0, 0:0, 0:0, 
2021, 12/05/15 12:26:58, 18:44, 0:0, 0:0, 
2022, 12/05/15 16:15:00, 0:0, 0:0, Bottle-Pump, 4oz
2023, 12/05/15 19:19:59, 0:0, 12:34, 0:0, 
2024, 12/06/15 00:05:00, 0:0, 15:0, 0:0, 
2025, 12/06/15 01:30:06, 18:0, 20:0, 0:0, 
2026, 12/06/15 04:33:58, 0:0, 18:35, 0:0, 
2027, 12/06/15 05:58:54, 15:0, 0:0, 0:0, 
2028, 12/06/15 07:23:23, 10:0, 5:0, 0:0, 
2029, 12/06/15 09:21:48, 15:47, 0:1, 0:0, 
2030, 12/06/15 10:59:11, 15:0, 0:0, 0:0, 
2031, 12/06/15 13:33:02, 5:0, 15:0, 0:0, 
2032, 12/06/15 16:41:39, 10:17, 0:0, 0:0, 
2033, 12/06/15 20:23:24, 2:56, 9:47, 0:0, 
2034, 12/06/15 23:53:36, 36:54, 0:0, 0:0, 
2035, 12/07/15 01:16:45, 0:0, 111:52, 0:0, 
2036, 12/07/15 03:30:34, 11:8, 0:0, 0:0, 
2037, 12/07/15 05:36:48, 4:17, 6:39, 0:0, 
2038, 12/07/15 07:46:19, 5:57, 18:49, 0:0, 
2039, 12/07/15 09:44:01, 0:0, 18:1, 0:0, 
2040, 12/07/15 11:07:32, 15:0, 0:0, 0:0, 
2041, 12/07/15 12:41:27, 8:50, 16:42, 0:0, 
2042, 12/07/15 16:10:00, 0:0, 0:0, Bottle-Pump, 2.5oz
2043, 12/07/15 17:55:14, 0:51, 13:44, 0:0, 
2044, 12/07/15 21:00:18, 10:0, 5:0, 0:0, 
2045, 12/07/15 22:56:59, 1:42, 6:20, 0:0, 
2046, 12/08/15 01:08:38, 21:55, 0:0, 0:0, 
2047, 12/08/15 03:05:35, 0:0, 23:10, 0:0, 
2048, 12/08/15 05:10:03, 9:31, 0:20, 0:0, 
2049, 12/08/15 06:37:49, 22:38, 0:0, 0:0, 
2050, 12/08/15 08:03:56, 0:0, 15:0, 0:0, 
2051, 12/08/15 10:08:21, 10:49, 0:0, 0:0, 
2052, 12/08/15 11:38:58, 14:30, 7:23, 0:0, 
2053, 12/08/15 15:11:12, 11:39, 2:14, 0:0, 
2054, 12/08/15 18:01:03, 0:0, 13:59, 0:0, 
2055, 12/08/15 20:26:46, 13:0, 5:0, 0:0, 
2056, 12/08/15 22:53:04, 0:0, 12:9, 0:0, 
2057, 12/09/15 00:10:24, 15:0, 0:0, 0:0, 
2058, 12/09/15 01:30:30, 0:1, 26:13, 0:0, 
2059, 12/09/15 04:13:10, 15:0, 0:0, 0:0, 
2060, 12/09/15 05:29:19, 0:1, 19:55, 0:0, 
2061, 12/09/15 07:03:10, 0:0, 4:35, 0:0, 
2062, 12/09/15 08:13:00, 15:0, 0:0, 0:0, 
2063, 12/09/15 10:14:07, 0:0, 15:0, 0:0, 
2064, 12/09/15 12:59:31, 10:16, 0:0, 0:0, 
2065, 12/09/15 14:45:00, 0:0, 15:0, 0:0, 
2066, 12/09/15 17:59:58, 6:0, 15:0, 0:0, 
2067, 12/09/15 21:01:37, 10:0, 10:0, 0:0, 
2068, 12/09/15 23:32:00, 0:0, 0:0, Bottle-Pump, 4.5oz
2069, 12/10/15 01:17:49, 20:17, 19:51, 0:0, 
2070, 12/10/15 04:00:00, 7:0, 7:0, 0:0, 
2071, 12/10/15 06:27:11, 10:24, 0:0, 0:0, 
2072, 12/10/15 07:05:51, 0:0, 15:0, 0:0, 
2073, 12/10/15 08:37:58, 13:30, 0:0, 0:0, 
2074, 12/10/15 10:02:02, 0:0, 25:20, 0:0, 
2075, 12/10/15 11:23:19, 15:0, 0:0, 0:0, 
2076, 12/10/15 14:09:47, 15:42, 0:0, 0:0, 
2077, 12/10/15 17:25:19, 0:0, 12:57, 0:0, 
2078, 12/10/15 19:35:57, 13:49, 0:0, 0:0, 
2079, 12/10/15 23:00:25, 4:13, 11:41, 0:0, 
2080, 12/11/15 00:36:44, 22:23, 0:0, 0:0, 
2081, 12/11/15 01:28:54, 0:0, 17:41, 0:0, 
2082, 12/11/15 03:06:56, 30:43, 0:0, 0:0, 
2083, 12/11/15 05:46:37, 0:0, 15:0, 0:0, 
2084, 12/11/15 07:23:00, 14:5, 0:0, 0:0, 
2085, 12/11/15 09:50:52, 3:2, 8:21, 0:0, 
2086, 12/11/15 11:25:02, 19:35, 2:27, 0:0, 
2087, 12/11/15 13:50:17, 0:0, 14:38, 0:0, 
2088, 12/11/15 16:53:35, 10:0, 15:0, 0:0, 
2089, 12/11/15 19:37:44, 10:0, 9:0, 0:0, 
2090, 12/11/15 21:28:32, 6:58, 3:56, 0:0, 
2091, 12/12/15 00:04:17, 0:0, 15:0, 0:0, 
2092, 12/12/15 00:48:08, 15:40, 17:34, 0:0, 
2093, 12/12/15 06:07:16, 0:0, 8:34, 0:0, 
2094, 12/12/15 07:24:03, 6:27, 0:0, 0:0, 
2095, 12/12/15 08:32:18, 0:0, 8:2, 0:0, 
2096, 12/12/15 09:52:23, 43:32, 0:0, 0:0, 
2097, 12/12/15 11:35:24, 8:0, 10:0, 0:0, 
2098, 12/12/15 13:51:59, 0:0, 15:0, 0:0, 
2099, 12/12/15 18:23:38, 10:42, 0:0, 0:0, 
2100, 12/12/15 20:26:22, 8:0, 8:0, 0:0, 
2101, 12/12/15 23:19:49, 15:0, 0:0, 0:0, 
2102, 12/13/15 00:11:29, 0:0, 15:0, 0:0, 
2103, 12/13/15 01:55:00, 10:0, 0:0, 0:0, 
2104, 12/13/15 04:48:00, 0:0, 3:49, 0:0, 
2105, 12/13/15 06:35:00, 15:0, 0:0, 0:0, 
2106, 12/13/15 07:37:54, 0:0, 15:0, 0:0, 
2107, 12/13/15 09:47:46, 44:12, 0:0, 0:0, 
2108, 12/13/15 12:06:00, 0:0, 15:0, 0:0, 
2109, 12/13/15 14:52:02, 0:0, 14:46, 0:0, 
2110, 12/13/15 18:38:03, 13:18, 14:28, 0:0, 
2111, 12/13/15 21:36:00, 0:0, 0:0, Bottle-Pump, 2oz
2112, 12/13/15 22:20:02, 7:19, 9:17, 0:0, 
2113, 12/14/15 00:51:04, 15:0, 0:0, 0:0, 
2114, 12/14/15 01:52:31, 0:0, 7:44, 0:0, 
2115, 12/14/15 03:48:22, 15:0, 0:0, 0:0, 
2116, 12/14/15 05:10:31, 0:0, 6:48, 0:0, 
2117, 12/14/15 07:33:35, 15:0, 0:0, 0:0, 
2118, 12/14/15 08:53:09, 0:0, 15:0, 0:0, 
2119, 12/14/15 11:08:38, 15:0, 0:0, 0:0, 
2120, 12/14/15 14:39:39, 10:4, 0:0, 0:0, 
2121, 12/14/15 17:28:19, 0:0, 0:0, Bottle-Pump, 2oz
2122, 12/14/15 18:13:09, 4:58, 8:15, 0:0, 
2123, 12/14/15 21:35:21, 11:0, 15:0, 0:0, 
2124, 12/15/15 00:20:34, 11:7, 44:49, 0:0, 
2125, 12/15/15 04:17:37, 8:3, 2:20, 0:0, 
2126, 12/15/15 06:35:56, 0:0, 40:17, 0:0, 
2127, 12/15/15 09:06:21, 7:15, 0:0, 0:0, 
2128, 12/15/15 10:37:32, 0:0, 17:7, 0:0, 
2129, 12/15/15 12:12:01, 13:36, 0:0, 0:0, 
